test_no,rel,rel_clustered,l_rank,r_rank,l_rank_clustered,r_rank_clustered
6364,18185,1840,72795,46,884583,2896
6365,18192,1583,202,53,5623,35658
6366,18200,319,1114,53351,32279,998104
6367,18216,950,4,629,10,856
6368,18221,490,24030,433,1508,629
6369,18231,1514,299,1,289105,26040
6370,18233,579,35909,38927,14358,36562
6371,18264,80,18305,194,3239,13245
6372,18277,173,90,426319,1492320,808397
6373,18288,306,427,1556,2569,28965
6374,18320,199,31872,2905,27108,431072
6375,18347,15681,734,5300,564,1185
6376,18357,7643,3160,28687,470,17031
6377,18359,1732,7244,3439,219680,17261
6378,18367,4196,4075,1,15741,3
6379,18380,3857,38123,109705,15250,1374
6380,18388,1674,855002,1722970,433086,1562398
6381,18403,2339,1793,725,255,2038
6382,18452,106,423532,2556,192938,603040
6383,18456,64,187,89,17164,23367
6384,18508,364,25722,253,59132,2144
6385,18514,394,122243,6237,41263,6874
6386,18531,2551,33,5,120726,18305
6387,18536,5682,14344,21827,44434,94694
6388,18576,2336,123,315,538250,126052
6389,18650,1514,164,1,377765,45215
6390,18694,2775,1113,1690,3016,1946
6391,18704,5,420,262,3022,2728
6392,18712,243,48265,31306,133928,650922
6393,18716,228,57772,1936,159739,17449
6394,18730,5725,8719,8227,178402,21316
6395,18771,8291,3417,15022,467,14429
6396,18778,11295,251889,47309,744249,570753
6397,18783,4444,66579,33148,25917,16578
6398,18794,2964,130,229152,1785739,1596321
6399,18833,731,49608,1365,136348,1295
6401,18868,296,9,63368,1842,41032
6402,18889,3192,1466980,801846,1588664,1565438
6403,18909,867,1146644,417355,14187,231758
6404,18948,12,2194597,1979638,2207512,1960488
6405,18978,2387,211454,186,379956,124216
6408,18987,1935,275057,428283,399681,2237739
6409,19015,1046,200,11,8601,6075
6410,19033,192,3464,1651,6670,1340
6411,19043,559,738,59,106,110
6412,19059,744,204195,1836981,1475524,1975154
6413,19064,5080,209419,14888,887904,1254373
6414,19069,1530,19905,51612,71223,189485
6415,19100,292,1583967,432191,181113,319152
6416,19158,2609,25932,2282,47808,43928
6417,19173,393,7,26,2854,45460
6418,19215,1212,2025,12,139908,16275
6419,19219,68,2127,19714,4026,27479
6420,19222,497,198563,79241,4362,1807370
6421,19244,7590,5,82,4352,64
6422,19257,5981,560714,1525,156259,6762
6423,19262,2423,20293,3914,192845,2055309
6424,19267,15419,23,633,13,601
6425,19269,22,2936,252068,7530,28846
6426,19279,3173,4334,26046,22951,62743
6427,19323,2645,2573,2060789,932025,1073408
6428,19346,1514,768,396,496047,16536
6429,19387,9359,48,3076,307,35328
6430,19421,2894,7,33,389,1718
6431,19436,23,872025,1015160,78684,1118705
6432,19461,164,1262276,540669,46975,775162
6433,19475,1103,536687,1276547,1171375,842959
6434,19482,8,5837,95784,161192,1888557
6435,19491,68,6781,24,1517,102
6436,19508,42,70637,22399,440603,256571
6437,19655,168,1315184,718666,1292323,780350
6438,19736,3152,14,601,42,3426
6439,19745,493,111673,199,150237,9101
6440,19753,2026,16155,24272,13962,3872
6441,19755,3715,1959565,2158782,2063151,1683249
6442,19795,6193,1424,4871,930,166307
6443,19810,535,63254,103210,148769,158198
6444,19813,182,633719,1063224,353808,1561624
6445,19849,1860,1,14843,13391,1915394
6446,19858,90,3,184675,1770951,634458
6447,19860,319,1048,26639,6901,370345
6448,19868,1514,797,1,93669,327
6449,19897,861,1766,39477,6454,503319
6450,19927,40,67248,1020906,9800,1354330
6451,19958,249,140,5903,8750,1227
6452,19960,2186,36417,10296,761,28306
6453,19963,4969,1,1,1,1
6454,19979,306,7850,65038,42087,332794
6455,19980,42,2100804,101137,1978845,302360
6456,20020,359,14639,1655,39430,4814
6457,20040,14607,1575,245,9273,22846
6458,20064,5,136495,12,253960,27336
6459,20122,1042,30317,219,63810,211395
6460,20123,260,13805,9,14065,292
6461,20136,1514,70,4,188646,7973
6462,20170,295,2128799,1707920,800542,1453884
6463,20193,703,3183,655,2005,421
6464,20224,249,817623,1494732,2066643,1923676
6465,20233,58,253,49,24054,29937
6466,20240,5123,67779,57178,316303,1573021
6467,20250,168,507847,162,332246,945127
6468,20266,608,1160,1213,28028,11917
6469,20290,13146,8922,188,28426,16
6470,20320,243,451,0,3933,234
6471,20365,6189,591205,1026516,360698,825146
6472,20382,13088,25,42514,66,9342
6473,20387,5326,0,180,0,552
6474,20415,437,4338,84,121,6
6475,20434,222,3155,601,8215,127828
6476,20466,9701,150848,877510,27388,1869710
6478,20481,155,437994,132,1266472,15036
6479,20490,652,60,114522,245767,46372
6480,20502,3322,2046642,690791,1923132,549276
6481,20505,56,1142511,1515835,43076,241406
6482,20532,62,1690,3595,4538,15119
6483,20535,1,2612,355,25983,5680
6484,20576,297,41,3982,537624,933337
6485,20586,694,60,5264,1402,14076
6486,20610,111,639,2380,1504,7115
6487,20616,5603,986,5741,486,16211
6488,20677,1217,5274,3329,443484,74576
6489,20691,82,52907,288948,1709197,1517797
6490,20697,2928,733,362,129955,790173
6491,20715,599,21,2660,400,4430
6492,20735,2281,61,53689,68693,2976
6493,20737,390,1205445,887973,1360786,533237
6494,20761,1615,1976847,406997,1522162,2246387
6495,20774,4352,8,159,5617,4359
6496,20774,4352,1054,109017,328176,70875
6497,20775,82,262,74141,21679,10154
6498,20779,1223,6237,117396,1165029,1949592
6499,20860,453,1128012,19286,1465030,400400
6500,20892,1543,245256,100,687033,9388
6501,20916,574,898,7719,149358,119034
6502,20925,100,782076,896780,146716,333549
6503,20954,7413,50,1229,1935,18094
6504,20972,13088,117,18651,15254,17454
6505,20988,197,1230538,1026315,1836240,1241483
6506,21018,1636,638325,1006203,1724250,1600778
6507,21050,1497,1445251,46758,1493189,268816
6508,21066,1203,11616,263,199696,249805
6509,21080,32,32,84,494,169754
6510,21085,138,583,2138,357,112218
6511,21091,9863,3573,301,106829,25280
6512,21092,345,195850,14845,103539,3889
6513,21095,1637,327,28,126,9
6514,21105,40,52171,50305,16693,1999022
6515,21115,26,783,1290,3102,3291
6516,21127,7476,5,6,73,3653
6517,21130,4639,66938,1086,1381453,73780
6518,21175,4354,864722,49251,1139507,737678
6519,21216,2797,3970,6968,18337,3769
6520,21227,0,14959,40107,2126,193871
6521,21238,2693,1005,7,2007459,35741
6522,21251,1514,898,1,12012,11
6523,21263,1514,197,1,301225,37322
6524,21266,172,311,1822,11366,26582
6525,21276,197,1439982,280012,1697502,357660
6526,21299,383,19965,79835,3035,55452
6527,21304,134,1463201,1171517,2102705,1911237
6528,21313,80,1391,353,8317,48746
6529,21343,307,1865209,783435,1904884,1044730
6530,21349,3059,1394,48320,59379,894
6531,21353,1121,2274,19893,21810,270686
6532,21364,1263,3427,1207,73936,2324
6533,21395,851,592,303,11811,2223
6534,21424,608,9184,22386,56371,88377
6535,21470,1512,389761,10753,248696,21549
6536,21518,1282,9486,14,6723,101
6537,21531,2695,805242,349,968152,6414
6539,21584,1365,386,1,529372,1474922
6540,21636,62,1104,273,3858,17955
6541,21669,128,121,1056,516,11348
6542,21671,5786,1282650,452456,1379726,327413
6543,21674,1508,1706651,1672722,1666220,1364307
6544,21715,377,586453,336932,1171838,450062
6545,21754,451,1808583,118713,2212487,336042
6546,21769,2409,957582,1091907,410099,1549899
6547,21778,13003,116,357,2286,1375
6548,21836,599,101213,56,64897,100
6549,21874,7,1043780,9913,2251069,35696
6550,21875,595,484,3192,2707,1577
6551,21913,535,250,233,5980,10404
6552,21936,1514,509,0,474140,133384
6553,21968,151,0,0,1015,2285
6554,21991,11443,49823,8008,329929,568
6555,21993,5389,11867,6285,7309,1281935
6556,21993,5389,4807,8028,56665,663110
6557,22001,2,387,60,1219,1293
6558,22027,2826,412192,496776,79550,206200
6559,22122,2046,7991,3583,23881,5197
6560,22132,631,0,328,4,580
6561,22144,616,773987,889793,1403000,588001
6562,22165,270,1924,6225,40489,16103
6563,22180,1279,131,3418,189,10896
6564,22260,8796,408,540,1387,836
6565,22268,3,1,11391,1157553,121401
6566,22288,0,1071,210144,1456154,1329020
6567,22305,992,1728,203,1545,5620
6568,22323,374,1003941,924231,1638665,896181
6569,22329,3700,564,3651,877,10788
6570,22342,7,1030252,44886,1575182,138637
6571,22371,12886,563321,113003,1030799,89435
6572,22407,564,29250,378183,1134932,1008631
6573,22407,564,3282,175,5858,936
6574,22454,9,32,308,25,21
6575,22465,606,65,7238,59316,273997
6576,22557,10910,2,115,1710724,2204169
6577,22568,11375,246,3441,300,5644
6578,22614,1514,650,1,55602,1546
6579,22614,1514,688,3,562352,5237
6580,22615,13644,154,174,168498,1022975
6581,22646,80,3067,1105,34519,9990
6582,22693,2551,27140,284278,325075,708711
6583,22701,4335,844843,1318304,242119,666473
6584,22703,3233,1428,32,530,94361
6585,22714,1,192673,32,862136,261734
6586,22751,2546,19144,493827,21322,1304350
6587,22765,1466,53423,393,61134,151936
6588,22774,766,102,0,108,61
6589,22789,497,895380,179117,809852,228163
6590,22794,614,4804,102,643126,12906
6591,22795,5424,1125266,247706,1880761,684587
6592,22830,559,255,8631,55415,78846
6593,22845,765,10518,284009,88454,36649
6594,22887,568,13439,685,108179,56396
6595,22895,228,2507,14,46892,11086
6596,22919,1508,356,137,67439,70800
6597,22937,2771,85,1145629,9930,120956
6598,22943,434,218,63,416646,864527
6599,22943,434,934,2,960713,31453
6600,22966,98,2359,817,4349,651
6601,22979,17979,206,1062,71637,35781
6602,22986,1514,124,365,383867,62196
6603,22999,1514,342,84,374636,41427
6604,23001,1514,727,1,358358,5374
6605,23002,724,736,7,90869,928733
6606,23007,176,240280,598666,841648,27672
6607,23038,172,12253,28,163,848
6608,23058,1863,5144,8,8909,7417
6609,23116,1496,12249,4845,176229,102153
6610,23161,1860,18549,105,23069,15638
6611,23169,3459,38,117,862,225
6612,23176,496,29611,17337,146430,99680
6613,23184,1512,180,3730,97,850
6614,23262,82,154676,1531651,1629590,1921580
6615,23265,433,4344,36395,1215828,342867
6616,23306,254,34,747,14149,76613
6617,23315,53,984425,86944,727255,122849
6618,23338,9204,1311653,730265,1779307,205561
6619,23364,5,1016,1166,13267,1131
6620,23364,5,2382,2669,24011,19284
6621,23400,618,43331,3428,66363,4901
6622,23409,1514,634,149,565550,56078
6623,23414,1514,603,7,245317,12057
6624,23425,137,45,368,845,7672
6625,23469,971,117,52,2471,196
6626,23482,243,1712,878672,13183,231397
6627,23511,366,1647168,294041,2202596,1505753
6628,23533,1733,742040,1519764,594820,1176941
6629,23581,2035,10579,21624,2420,950468
6630,23600,170,1124,170,9529,41365
6631,23622,523,52405,3712,261186,536477
6632,23639,631,0,634,0,122
6633,23645,295,1511621,536471,1376462,1064291
6634,23651,384,236031,114,336252,1020953
6635,23656,237,62,511,313,24
6636,23656,237,517,7372,38374,101594
6637,23661,2101,719753,132896,55633,1946058
6638,23684,1577,1305660,960827,1213490,125463
6639,23691,3054,2552,4156,3288,14775
6640,23732,854,1365,1445,17092,64567
6641,23737,1217,736,3101,455,31626
6642,23745,3949,14330,50870,3773,29349
6643,23748,375,141680,35898,63846,36867
6644,23754,1071,25266,27850,310426,328252
6645,23786,4936,3,49,58533,185
6646,23818,23229,1841615,990337,56132,276438
6647,23925,1341,186825,546,330791,1693688
6648,23933,105,1412,1591,5383,212356
6649,23934,297,1952,6794,40382,1379
6650,23935,1508,1477329,2223920,1362327,2126852
6651,23948,134,2164422,900211,2190244,1172058
6652,23971,177,2775,9,276131,102278
6653,24000,2828,1,774,767,805
6654,24013,111,776,13159,3624,3084
6655,24022,0,118032,4297,83923,894
6656,24063,1288,453,93497,2180,1580886
6657,24064,3898,1271,724,6136,1193
6658,24081,489,1361772,821125,1941015,1691469
6659,24134,314,1289,17,22370,29969
6660,24140,1217,875,10344,55513,81693
6661,24169,1514,632,1,237611,12090
6662,24179,6313,27,35,513,2
6663,24182,1514,277,52,83481,8016
6664,24185,1514,87,0,166967,8064
6665,24212,8218,2177,787,171,173
6666,24243,10910,92976,378,60655,4358
6667,24253,114,499673,12642,1771269,42724
6668,24265,626,1233,2132,381,7128
6669,24286,242,1290,1860,21589,700
6670,24293,1121,9949,4592,11401,3560
6671,24296,1255,1559,5398,25004,24303
6672,24348,779,1,46,2197,24849
6673,24415,6227,1242,783,12348,231
6674,24423,58,784656,243564,1523150,1570295
6675,24438,5458,464,2180,643,12416
6676,24578,83,1000090,312916,1717429,1018572
6677,24582,1514,706,399,265835,25069
6678,24586,1514,568,86,705055,49212
6679,24596,287,1264,272,5171,1341
6680,24625,1603,570102,62,222960,2996
6681,24672,54,586,980,854,5783
6682,24676,3195,307467,462125,856506,1054502
6683,24684,324,6844,1415450,78,7719
6684,24699,688,1971654,1874485,2201484,1499043
6685,24741,1,349,281,23624,1041
6686,24768,3379,444,69,4322,208
6687,24828,1126,188,8706,298,7528
6688,24833,398,1157,666,4512,2599
6689,24860,236,6652,7076,5054,7393
6690,24875,2,1549,5956,69714,165075
6691,24885,164,6585,181604,33963,115780
6692,24887,16268,79609,315,244806,1673741
6693,24907,1821,231,5,8043,12766
6694,24937,501,5772,6493,108660,159448
6695,24948,1673,7040,3,72500,34334
6696,24970,886,23924,238959,438327,291031
6697,24979,3,3667,18,26774,2533
6698,24983,2479,1066,4,160,420
6699,24988,7012,10833,11,118816,42377
6700,24991,3418,1250,349,1300,181
6701,25005,470,0,672,1136,115
6702,25037,93,7,286,32966,315666
6703,25037,93,967172,14833,1440110,1483171
6704,25053,384,36293,62,26383,284
6705,25063,5870,38466,89412,22501,1698855
6706,25068,821,2985,151,10581,61785
6707,25104,447,547883,38226,815863,248977
6708,25108,249,29492,536,745195,38604
6709,25153,886,4020,186,15508,2967
6710,25166,1572,19559,162310,3603,67021
6711,25188,70,33781,103421,73710,1106068
6712,25194,2325,0,200,890269,534
6713,25227,2095,1887097,1385958,1717257,1412507
6714,25228,79,7201,898,40083,1172
6715,25238,1821,2135578,1690652,1621415,1636981
6716,25270,874,915,29834,3852,97776
6717,25281,3908,256807,253766,1975647,1772165
6718,25359,1936,1402242,1410363,1625900,1137560
6719,25371,854,998,2097,8734,200365
6720,25376,36,34081,1276,1449,137652
6721,25382,5786,0,485,770447,217
6722,25443,15301,35,1,45,581
6723,25479,7012,33438,60,135239,1717
6724,25490,26,147538,7284,560537,80532
6725,25491,11224,640629,633414,1241384,30063
6726,25522,511,690,2734,5416,107972
6727,25549,100,969942,185285,2054648,816427
6728,25600,631,0,91,3,272
6729,25642,570,253,54134,3964,352161
6730,25718,1263,0,688,0,557
6731,25731,13146,30,44,14,194
6732,25745,4534,1807,7612,11431,144186
6733,25749,2609,159,14053,2975,261660
6734,25842,296,5726,196848,1632323,1139216
6735,25859,1514,268,5,284187,17070
6736,25862,1829,3595,217,1907,130
6737,25883,3996,473382,778561,2078572,571437
6738,25888,17847,11,2237,5556,45113
6739,25894,199,21922,48868,21311,1460590
6740,25981,11595,90318,97090,1833843,165669
6741,25992,567,773753,1120953,43628,1186596
6742,26019,2103,2957,62896,1632,70223
6743,26037,171,707,117,2215,2861
6744,26050,772,1542390,180507,536421,15211
6745,26073,155,1357,306,10990,984
6746,26107,447,726,2659,44623,11642
6747,26112,13990,6255,762,3502,1994
6748,26134,733,347,92,6097,55
6749,26146,570,1195592,1054854,1289255,1480406
6750,26192,2079,538,334,316627,17990
6751,26238,3782,1075,380710,1544165,193808
6752,26239,3976,6540,5136,71603,15287
6753,26276,5981,1323,109,1424,795
6754,26286,2928,195,36,241753,859523
6755,26304,49,378231,346635,600540,825963
6756,26306,398,1270816,418110,1902647,1395048
6757,26319,295,546,185,651220,1339103
6758,26342,2186,211,2,1087,296316
6759,26345,173,3807,6492,19242,163171
6760,26388,7656,1094725,245551,8751,469
6761,26438,120,360,153,42827,6719
6762,26439,1418,10144,1304819,1288135,1008569
6763,26447,0,1119,3970,7877,37277
6764,26454,848,902138,859889,613897,5608
6765,26528,2398,11312,0,147317,45189
6766,26548,4438,3089,13262,3649,88950
6767,26550,21435,475679,1033,167554,614
6768,26565,11024,5308,4780,5882,4365
6769,26617,543,51029,27493,1092,1464874
6770,26621,68,3322,78,16316,5838
6771,26624,1290,35,1206,9126,64457
6772,26632,56,1730136,1845875,1782261,2179709
6773,26657,228,301,35,493,36726
6774,26662,1860,1885907,189759,1448523,2188493
6775,26666,570,10324,868,129122,5123
6776,26667,112,9043,1106,1257,377
6777,26672,1157,1618,2295,58356,174126
6778,26684,9880,1226,4024,5454,8571
6779,26689,2863,191,7,3295,9990
6780,26735,3976,57041,30291,66853,327599
6781,26813,187,377,329,1203,397306
6782,26823,7590,1676085,465824,1562901,483676
6783,26839,1859,224,1563,2637,46082
6784,26853,5296,53087,1041085,265417,921638
6785,26860,1111,51063,790619,40209,1954030
6786,26878,835,955727,107428,1754759,283923
6787,26887,155,4636,10128,77,11023
6788,26888,2046,71,1212,2617,23399
6789,26919,9362,624,557,11974,2350
6790,26968,5,2430,886,6199,1307
6791,26975,5757,175017,1043733,244851,425916
6792,26986,3008,2769,966,4122,164
6794,26997,704,4371,88,1797,556
6795,26997,704,7157,30,18915,355
6796,26999,861,1943,514,22658,22111
6797,27012,11578,9,124,375,7716
6798,27053,6195,1258,139,5506,300
6799,27060,111,640693,73151,1399360,177934
6800,27103,3099,322,382,1514,269814
6801,27118,1872,0,465,1304,2637
6802,27162,744,576,1585,17467,47293
6803,27221,1514,366,34,170079,4184
6804,27258,899,1728,47349,19898,8982
6805,27319,1317,56205,1546051,648425,268443
6806,27337,287,145,536,168,262
6807,27340,3825,514,1901,5,1205
6808,27350,392,26413,2000,366882,4507
6809,27354,584,543349,5508,1110889,7282
6810,27422,5,57202,26365,1012166,1063754
6811,27424,38,176,141,5897,5403
6812,27444,620,17585,194,1263874,6668
6813,27446,2104,5388,1538487,9574,1128467
6814,27470,276,734,266,2205,1292
6815,27498,1715,130,9502,607,552
6816,27560,128,916774,1162484,410921,1951832
6817,27575,2610,1766933,1035,380147,2049
6818,27593,9,969095,633153,32241,1859491
6819,27653,2,2141,72,44724,24361
6820,27668,8159,102934,63,478168,1110
6821,27730,410,373693,203516,1176390,1565865
6822,27838,47,6192,597,315,2039
6823,27843,5015,8394,1256,33902,3002
6824,27887,68,58346,300,37037,6197
6825,27908,108,97019,1835227,1633162,5490
6826,27918,432,1199585,457434,1359898,171439
6827,27946,14,1406822,53616,96352,86361
6828,27949,217,185,90,2211,357
6829,27993,194,2650,388,473,201
6830,28000,20,67943,608,608572,5121
6831,28059,2035,2893,11523,4104,35471
6832,28061,1282,979,186,787,10793
6833,28184,631,0,142,2,367
6834,28190,2186,48,3781,6160,1353356
6835,28199,489,1125,422164,1240833,82607
6836,28218,5,39615,2393,731026,24146
6837,28293,606,5029,2661,71,11
6838,28301,247,2087,663,8335,1397
6839,28301,247,33942,29088,18767,4625
6840,28313,3065,1736177,42470,1903172,641128
6841,28318,2103,661,13,7094,43979
6842,28444,724,1715882,505779,108165,158983
6843,28467,6618,237567,1452906,227100,2241005
6844,28476,122,72338,2917,95588,1772
6845,28482,1408,61832,128,2818,1182
6846,28519,21163,18261,322481,223413,1730899
6847,28523,175,1945612,247853,2214077,1731072
6848,28535,891,76,202,415,4211
6849,28541,24873,504,3168,1176,6243
6850,28549,721,416422,1869409,901541,48264
6851,28556,2340,11888,21,76565,2098
6852,28578,4852,0,427,619230,360
6853,28586,1500,201095,387,350403,15513
6854,28602,4354,482335,961001,1743583,1298112
6855,28670,4217,0,306,265,458
6856,28674,11097,1849252,1895812,2148502,2031234
6857,28714,10793,730592,1211814,83801,869206
6858,28736,679,494,1,14259,1603910
6859,28741,4557,2003493,2132313,1373574,1159635
