id,l_rank,r_rank,index,h,t,r
8595,975146,347679,6414,43607,228729,144379
8596,99070,1034984,416,248158,19116,144543
8597,86570,111,2582,217243,16615,144563
8598,21772,795043,7813,87533,253940,144632
8599,1158856,1139526,1776,36,1393201,144675
8600,473,539,2866,3269,4534,144683
8601,2351,1961,8417,3442,4285,144692
8602,266911,438,1345,666350,1165697,144717
8603,132743,24012,8830,184657,78020,144722
8604,151,2,9483,403,1226,144961
8605,50,585,3859,296755,744072,145025
8606,763,513005,3846,271949,544783,145041
8607,1305,856044,3855,473107,408415,145049
8608,1,629,3847,271950,744219,145065
8609,994155,1743444,7344,12,1264088,145122
8610,1,64,8129,236809,35317,145127
8611,4612,329308,3174,5,166426,145416
8612,176,8607,6269,3679,143397,145703
8613,476879,54133,7152,71927,2411,145798
8614,177700,11937,6536,235260,18040,145955
8615,47036,215170,8774,1558,95885,146064
8616,227,48228,1362,1233,75849,146294
8617,59776,1137325,8888,894008,4852,146332
8618,143,1481,7558,1087,5714,146346
8619,150851,286,2831,362108,319,146352
8620,1481562,670887,4993,684811,1086050,146420
8621,3181,2859,1855,1205,24,146449
8622,12943,1222377,1574,786,162034,146516
8623,75535,359,8203,236891,1018,146624
8624,4414,16211,4572,2892,87644,146671
8625,747,883,3243,1119,28,146723
8626,377877,1622320,6388,1109354,82690,146894
8627,36,0,8301,466,4,146908
8628,1044761,35865,5490,61390,11987,147018
8629,254,823,3867,162,1792,147294
8630,2357,46518,8103,2745,50859,147671
8631,51888,207,9434,69837,732,147741
8632,35084,738151,6936,11943,340546,147870
8633,65151,892621,9055,72465,44790,147940
8634,3443,25411,3212,14543,30982,148161
8635,15512,7456,7200,3680,5673,148330
8636,1260,19524,5888,5671,42430,148625
8637,696924,1127052,8390,221143,92,148679
8638,3569,581,7349,108573,11997,148984
8639,1247602,28918,6592,54570,25982,149107
8640,88483,18,6724,300291,847,149237
8641,70355,11735,9030,122698,16072,149276
8642,782,3785,3794,45,3536,149287
8643,1478373,568971,9162,8196,267701,149360
8644,882794,1549713,2983,1048961,83,149539
8645,5186,1411,2363,6899,148,149565
8646,1353612,1878521,3385,2263090,1798,149580
8647,1758089,592100,5154,22466,1164166,149828
8648,7460,20,4742,60271,2072,149993
8649,15164,5881,2985,11211,17783,150207
8650,6509,97327,5671,2,675320,150637
8651,1627091,1564796,2946,3998,1319943,150684
8652,563273,1579439,6067,864817,406,150786
8653,241006,1493521,4745,683555,137460,150829
8654,617,15205,6044,5311,85990,150851
8655,1918693,526993,3020,11295,640135,151216
8656,884,172,9742,307,3,151456
8657,37544,153984,7365,420616,17447,151536
8658,76822,66401,5171,116469,2231,151739
8659,41,18235,5623,307,404994,151883
8660,1422408,3296,4709,272761,494,151933
8661,112,134892,7951,1437,230851,152225
8662,740,57683,8492,27,122072,152554
8663,1393710,585841,2821,3639,1135214,152559
8664,80670,563,6249,205863,30046,152839
8665,43,4464,5425,329,33961,153273
8666,221,28,4706,263,1119,153572
8667,37,4089,9584,1,14932,153719
8668,183183,1179,8805,166132,250,153796
8669,5662,2104,9169,152500,43243,153930
8670,1813935,1443385,1213,86733,1251156,154067
8671,68,37652,1539,1067,146217,154384
8672,1176,45500,3972,85,51703,154572
8673,957667,1277915,2597,324904,113591,154989
8674,1389035,1646195,5557,1069480,887153,155042
8675,1434,3385,2931,5990,528687,155063
8676,23225,979737,1373,73248,35632,155114
8677,4573,135238,8828,1785,288782,155241
8678,1748103,1921006,991,1262957,1156,155243
8679,26088,49994,6862,72025,47753,155351
8680,1946,10669,5700,2,24677,155466
8681,491,21527,6568,2069,195675,155910
8682,1,13601,784,1126,397445,156040
8683,230869,279606,2907,120579,46313,156248
8684,454158,370986,6777,697376,139,156301
8685,128,13554,110,1154,29987,156724
8686,1243719,1445157,2730,408972,412923,156780
8687,351,3316,1638,4937,929726,156803
8688,2167503,1871861,825,19880,2263507,156814
8689,7001,47556,8339,6653,238245,156826
8690,2204312,1003545,2006,76632,582123,156888
8691,24786,38,1935,324278,1001,156957
8692,7853,1670381,5904,1410,459114,157112
8693,1306,1431,3958,491,7463,157240
8694,626493,1182753,6309,566717,20436,157279
8695,15180,687,5405,51807,3771,157295
8696,196,2930,7698,3426,14167,157298
8697,12502,6144,9208,378,2240,157314
8698,22,2,749,6756,105137,157319
8699,20261,92500,9320,25896,28666,157385
8700,2141108,477645,4002,55390,1421397,157495
8701,11,415,7805,293,2692,157540
8702,3844,377,3702,11799,389,157842
8703,743,12,6276,28493,303,157914
8704,345951,1240759,6900,499791,5697,158057
8705,1339,1288,9501,3,876,158218
8706,2673,51654,2772,10807,41093,158294
8707,17935,3481,9182,18968,246,158361
8708,1238,9961,5781,2579,34991,158441
8709,2141389,1753772,9097,260433,1058536,158471
8710,577396,1166788,1407,2263070,567752,158749
8711,4786,1844,7150,9101,336,158792
8712,1943,767,4481,1580,1059,158839
8713,1209,1669,8707,117328,137298,158852
8714,71,5311,4628,483,25041,158875
8715,1735647,2061209,5962,1316312,40936,158938
8716,1522230,1334946,8123,207229,656569,159023
8717,1593,143268,148,321834,163294,159136
8718,10016,582,9278,10423,380,159193
8719,23009,38572,9181,3543,600207,159202
8720,1338,1592,1999,22277,4343,159209
8721,364337,8624,7196,206652,6,159244
8722,364,106,4885,30010,12034,159251
8723,1257071,17331,6317,566795,1173233,159255
8724,34079,1310009,4924,4879,648902,159487
8725,4277,452,4535,3089,426,159650
8726,1596144,506739,2750,3584,506414,159653
8727,433097,2963,3869,76744,4770,160331
8728,1364471,151487,7324,60430,849172,160454
8729,546,7082,97,7820,26785,160500
8730,2285,40424,5664,2,12727,160516
8731,14672,23339,8883,57525,66552,160710
8732,911,10841,1823,6197,63687,160756
8733,59,4658,6103,9275,501645,160774
8734,412792,1859984,3559,1053754,379237,160990
8735,595825,297491,1021,8537,360442,161067
8736,320654,2016658,3777,2263099,442409,161124
8737,1875349,1624348,1629,181214,168912,161412
8738,1592385,461428,5825,5744,799423,161724
8739,744,5545,7879,157,10487,161804
8740,1226409,1967517,2895,841812,56,161937
8741,31246,9911,9018,12120,21100,162051
8742,868812,43424,5688,2,1428703,162066
8743,13059,2133,6919,13154,3526,162115
8744,12172,3441,5257,75131,26507,162340
8745,1,1,6130,3541,3521,162501
8746,36564,200,9959,66336,1181,162638
8747,362588,194650,4755,413174,99,162859
8748,2047710,1050707,4492,60262,674843,162876
8749,553434,1746612,9185,584,723957,162913
8750,11452,213,6334,27972,407,163184
8751,4557,301,3046,4233,1716,163249
8752,712,204,3923,13,1358,163326
8753,1605,2812,9908,67631,49986,163503
8754,27200,15620,1090,58116,112684,163681
8755,40268,1644,4966,49434,443,163884
8756,126339,968461,5730,478210,26494,163928
8757,347404,2716,6634,417735,3066,164013
8758,165101,574,2952,470522,428,164070
8759,60,33,9597,858,262,164358
8760,50099,706,3599,94886,6,164756
8761,1495489,729,3678,296503,462,164802
8762,848828,994,6641,149850,245,164818
8763,2159691,1078064,1495,115794,658337,165002
8764,1029,70,9089,827,927,165077
8765,5,35,2962,798,1667,165376
8766,2036043,1239103,7010,877525,760,165703
8767,1708,1312,8118,1143,1061,165833
8768,21324,184961,294,2367,41468,166092
8769,230,30,7823,1281,6,166273
8770,1999613,1861180,4310,14078,2263704,166540
8771,1396618,1541195,4998,476216,12461,166661
8772,1077365,57506,31,11025,886034,166796
8773,374528,1477490,4925,1288713,314,166814
8774,2192,2091,4183,3777,4468,167061
8775,2283,85,5892,5911,428,167354
8776,69016,970,927,62310,13214,167913
8777,1443276,1899406,5298,1153324,243,167950
8778,19,326,5673,2,7218,168110
8779,9724,3748,1588,508,27,168433
8780,3960,830,1684,11369,1374,168713
8781,120,235,5530,1669,750,168837
8782,29307,1911423,679,23192,160677,169058
8783,120352,1675485,6424,82772,87088,169133
8784,10031,2281,3638,12269,1723,169153
8785,53523,7658,8826,90174,4310,169215
8786,21230,14462,8754,51165,132416,169277
8787,38389,255,6177,70460,1436,169368
8788,413237,1190073,1692,1040606,224621,169588
8789,1386659,1586250,1182,405886,61903,169867
8790,1940,742,1457,2970,309,169917
8791,1702,5075,9532,63,12428,169943
8792,176042,36519,4843,327944,29866,170020
8793,381597,1128325,9193,968787,250,170588
8794,284,10497,185,5776,80296,170666
8795,193841,1183864,8543,25621,67771,170711
8796,652,1621,2786,1157,1501,170984
8797,620,71,85,107332,214468,171185
8798,372,32593,378,13080,465234,171213
8799,2321,3476,174,11243,3940,171284
8800,55947,114391,1122,3990,46241,171361
8801,1880015,323964,7944,221007,238595,171414
8802,5415,595,5679,2,44,171600
8803,194,1481,619,172,566,171753
8804,5295,1394,385,7317,35,171925
8805,626602,1008834,5319,366396,3968,171972
8806,18252,135,9736,37204,2057,172417
8807,4724,589,6814,14879,1895,172578
8808,1801863,327534,5357,71883,859367,172580
8809,4366,12312,7281,3355,206860,172585
8810,6215,18843,7563,421065,297742,172708
8811,445,154,5326,147,46,172712
8812,1638485,1011364,9217,3113,1105705,173095
8813,355,63,4616,41823,3574,173457
8814,277249,1144563,7557,1094827,909953,173622
8815,3,2214,3802,45,92924,173651
8816,472622,1743,7204,73675,1934,173878
8817,18,2921,5894,5911,27539,173949
8818,16945,642,7997,29249,1661,174025
8819,33385,692828,2816,217335,151825,174229
8820,208,14316,9871,5875,297805,174556
8821,3158,17145,168,28143,45432,174557
8822,140,22,7600,90033,306470,174595
8823,321289,104622,7113,235970,8375,174803
8824,317282,35226,1089,405689,674,174913
8825,150187,1737227,4313,1059113,38190,175105
8826,859627,591303,2808,1047565,5923,175310
8827,3857,90044,1160,392,295751,175415
8828,141170,1455375,3463,1436639,96,175830
8829,2989,5518,9210,83621,45602,176175
8830,108298,591,5002,251806,1552,176334
8831,3681,12874,8927,2866,16523,176882
8832,652839,96961,6299,63776,65070,176894
8833,1,16,2075,10438,85145,176953
8834,8,62,1928,2097,544,176961
8835,907811,63750,3848,182177,744120,177042
8836,24531,1270,3860,363903,432784,177047
8837,312138,141,3861,326568,339747,177055
8838,4,1148,6455,496,305585,177091
8839,2163,3651,6499,10816,151039,177091
8840,4473,6,9922,19308,50,177258
8841,372,2,2707,21669,23861,177325
8842,922,1647,9613,91,236,177447
8843,30246,298,668,50065,3958,177662
8844,2166022,1722544,9870,300952,171827,177899
8845,268,32,9628,205,6,177908
8846,1721201,1750972,5469,414728,294423,178176
8847,375141,63797,1603,667926,146214,178299
8848,1688632,1980484,7973,576211,976322,178830
8849,1823947,191019,8396,26878,1166681,178983
8850,159,227351,9744,2,179065,179135
8851,2922,3070,7905,2137,167,179291
8852,158652,1622888,7085,2263149,440754,179345
8853,1899979,447262,6697,194144,2263798,179663
8854,747113,363379,5337,328640,26635,179704
8855,2039390,625108,7591,276352,2263841,179862
8856,3,529,2509,68,122218,179989
8857,2489,1229395,1609,3725,14593,180622
8858,557964,2096580,7154,879656,28078,180682
8859,120250,1379722,1015,171644,22275,180826
8860,1623675,289358,9540,14465,964283,181527
8861,2215742,2238816,8166,65109,581500,181703
8862,96,854,69,31,2334,181849
8863,5083,61,885,21376,924,181900
8864,915,9213,6152,878,8650,181941
8865,89718,1732704,9309,349683,277802,181955
8866,186,357875,3932,136,864743,182165
8867,5051,26986,6756,10685,69153,182169
8868,100066,1666710,3313,45260,51727,182182
8869,1316,53056,737,63,336411,182661
8870,111369,19497,4346,33745,11959,182783
8871,1159350,134528,268,148011,450625,182890
8872,72312,172,1453,76594,139,183019
8873,836119,224,7050,940558,3,183145
8874,201551,913,5026,272403,798,183218
8875,50,6725,2502,68,30411,183298
8876,535257,2059133,2817,673065,58009,183463
8877,967689,122138,7989,12363,2263859,183546
8878,546161,758686,2679,1435288,493828,183593
8879,48937,2501,1157,38808,2203,183647
8880,1530,2211,9667,2474,16882,184006
8881,2114,2,1356,463518,657,184173
8882,88030,19,3465,182022,335,184186
8883,3157,1555,1964,10504,1571,184284
8884,655001,16582,5503,10080,903681,184376
8885,658,1082,9456,2262,17665,184382
8886,262527,129943,5244,193,476112,184652
8887,1192973,1733372,6831,51076,80512,185295
8888,19715,10949,5771,51027,142200,185482
8889,286227,218302,1285,28660,21548,185484
8890,75014,124475,4697,2263112,2263724,185601
8891,1117,11202,9754,2,13620,185839
8892,3012,534,5006,476245,28,185928
8893,189708,1301984,8106,372696,165835,185968
8894,338,5,6135,20745,1648,186025
8895,1216403,1501126,6150,1074279,6773,186100
8896,479,544,2643,1,130,186104
8897,999,263315,326,726,525159,186183
8898,1550428,369497,1353,3562,1436110,186314
8899,56969,3623,9455,25340,1042,186717
8900,579716,1892948,721,464749,151832,187220
8901,145927,55721,8385,184343,6932,187739
8902,2022291,1217090,4127,28195,922337,187917
8903,1069511,913690,2321,132,1073093,188128
8904,962682,347369,7293,34150,198177,188645
8905,531,637,4988,526,24128,188861
8906,2035,407,879,121,50,188904
8907,1278382,280448,5658,2,1394242,189015
8908,103248,10275,8864,4360,198,189345
8909,610,1145,723,63,666,189379
8910,17314,3315,7629,17234,525,189629
8911,392740,1831486,6122,1296881,45469,189810
8912,8,40,3579,1274,194,190290
8913,221683,1775591,5633,329059,288606,190404
8914,1556363,1318610,4008,29186,1107922,190442
8915,24306,1525230,6687,1081861,22272,190603
8916,3264,3554,5152,5428,2107,190875
8917,425,203,7470,98387,208865,190878
8918,3828,149139,2085,2518,106155,191155
8919,989530,120865,5625,307,278275,191282
8920,114688,19701,6027,10212,3140,191719
8921,7536,8972,8960,4591,4046,191899
8922,710,291,1641,200,732,192476
8923,398,27,6758,4702,3701,192622
8924,386439,1986109,5575,563636,172865,192659
8925,4274,2718,1545,36704,234661,192960
8926,1388,16969,9810,2069,64020,193092
8927,4429,10428,3438,3717,31569,194512
8928,4,2,5697,2,34,194577
8929,1184368,953066,3137,843714,445,194728
8930,703,2728,9936,629,7833,194755
8931,1131,6846,2327,132,15222,195021
8932,142554,1458738,5217,858285,8991,195071
8933,1375,101,4319,27498,18577,195233
8934,704,539,8313,384,301,195348
8935,596,1379,1616,2227,27321,195374
8936,1149,2503,1634,2309,13542,195520
8937,1,17,2688,148650,124879,195638
8938,26540,1709557,6245,1715,383010,196187
8939,1535,30853,8179,427,42391,196437
8940,113078,1383,7721,69036,94,196719
8941,20,7,9306,2902,657,196860
8942,2218879,2057949,8307,131859,923555,197056
8943,341,1092,4631,300,5558,197392
8944,1564285,509895,7424,272,1174112,197603
8945,318,62456,1567,1628,153216,198027
8946,5039,816,602,10678,423,198135
8947,12311,11388,8995,1636,1185,198138
8948,1277776,1765027,9602,1048259,1586,198240
8949,76,5312,708,2164,47137,198379
8950,339,597,6208,7,1899,198383
8951,1918,61530,5812,8729,193492,198434
8952,1028995,2194716,9106,612576,6339,198730
8953,678276,15917,4311,21541,142684,198773
8954,2159557,859094,285,48585,1149369,198780
8955,261,119,8463,1550,1651,198795
8956,1278,223,7122,23562,9268,198901
8957,1193,19695,7255,327,586936,198925
8958,64349,1571726,1556,666677,81224,199036
8959,64684,548725,9666,311,1158497,199293
8960,55,553,8328,2990,5031,199318
8961,414,1022,3858,473116,307137,199406
8962,17544,34584,5966,21261,15013,199495
8963,1504,22724,9271,105,714485,199651
8964,1430805,738240,7740,102,887158,199704
8965,1738,151,263,5519,772,199941
8966,1722176,2028094,562,825681,178840,200666
8967,12139,499,4309,26826,622,200696
8968,7656,7551,687,760,470,200935
8969,1081341,1650365,9918,573900,93786,202179
8970,3,8442,6457,496,342975,202180
8971,44241,665161,1187,1264333,595105,202496
8972,31,1015,5687,2,77257,203237
8973,326,6,6040,116629,376178,203541
8974,1641,652,3060,18926,11640,203883
8975,427331,1997986,7788,575449,27114,203908
8976,910,181635,3768,4178,258823,203941
8977,729,3523,7508,5438,23349,204113
8978,25059,606734,2388,270725,149678,204148
8979,4945,76428,4465,77,231917,204174
8980,156,661,4494,1646,1043,204590
8981,581472,59,3006,430606,1262,204758
8982,46478,92356,3946,30544,115766,204988
8983,5074,14,9024,3992,1372,205082
8984,633,1001,5722,136728,68045,205137
8985,64,1,9405,3477,312,205140
8986,449726,4339,5449,218961,4872,205388
8987,1870475,1178924,9451,319,1109157,205464
8988,615454,654362,8302,165943,57842,205850
8989,1939131,220154,3116,29442,719210,205972
8990,1966,554,6995,11147,19490,207068
8991,2904,9559,1878,21237,59536,207247
8992,6,1,3586,3273,449,207420
8993,642785,1984017,8111,422269,4362,207585
8994,6206,2504,2263,1991,96,207768
8995,190,9021,4025,768,18593,207772
8996,55468,267,4893,42956,370,207883
8997,4692,120,1450,16934,219,208260
8998,477231,1070977,6911,483208,22,208914
8999,37704,2047528,8430,30075,199259,208956
9000,2054800,1851196,8180,372893,216055,209396
9001,882187,670884,9321,788501,405,209416
9002,572744,1897094,5510,860868,145260,209637
9003,2903,2874,5063,10278,5147,209905
9004,7047,96035,9429,1030,29048,210036
9005,593801,266,1318,666195,1878,210312
9006,15433,448979,8771,11817,303200,210806
9007,2201393,2254682,8736,1104470,185652,211319
9008,867044,434952,5739,278,1163759,211808
9009,1468270,588427,6561,34497,5241,211900
9010,2092588,1940769,1154,7414,2263526,212023
9011,253751,361471,3990,326748,3729,212318
9012,71992,2269,5208,182734,3881,212377
9013,3126,4018,7012,227,8598,212817
9014,48579,892,865,68578,21,212835
9015,530,49219,8320,3507,176604,212961
9016,28309,11924,7873,92665,9416,213109
9017,2065,29146,6020,1086,38590,213501
9018,317350,120614,6371,368357,7701,213655
9019,107,250,1783,36,1168,214191
9020,1819855,945217,8476,26641,2263873,214263
9021,86,39,8764,18,237,214809
9022,2954,167,9428,22413,811,214933
9023,4385,1128,2362,14403,19544,215284
9024,4182,564,4962,22777,5426,216373
9025,2799,239490,6541,2732,317137,216403
9026,6448,89,606,28419,102,216613
9027,1645625,547796,2348,39814,1104680,217079
9028,1339885,1339993,5127,561811,8888,217181
9029,1747525,1816491,5922,80669,709411,217348
9030,1794,491,3428,422,3346,217427
9031,1639377,443931,6990,50313,626002,217607
9032,827612,1603578,6655,1169850,72,217778
9033,504546,1844049,4162,297061,150480,217830
9034,24075,1119739,6218,479714,183905,217970
9035,27,24,660,952,1017,217985
9036,23970,33465,3082,25565,47770,218092
9037,19670,564,8211,95533,283,218413
9038,2008539,1460747,9874,143408,323631,218574
9039,98,1,5985,914,22,219180
9040,1756767,1216585,4693,4157,1032887,219200
9041,1901910,1502817,4342,9368,1014744,219231
9042,854,86029,4261,1534,376913,219247
9043,10745,1031,9537,13885,261,219757
9044,9182,37,899,51621,98,220118
9045,700,2160,5474,4216,119,220124
9046,550770,95126,997,32036,705403,220129
9047,519,461,646,816,6,220335
9048,2130088,1890183,5371,82653,302723,220591
9049,2069821,1249167,9626,232276,169423,220869
9050,2604,656,5291,3691,292,221206
9051,773,915,4344,14808,17910,221288
9052,3820,54,6662,19646,1905,221297
9053,1254560,204805,3460,1052928,2263673,221383
9054,5447,3738,2696,1115,823,221389
9055,214416,1995211,9787,567071,32736,221789
9056,5085,1965,7619,1484,5629,221976
9057,302588,1123243,7291,881597,370629,221984
9058,69628,521,797,162989,993,222544
9059,801448,1270503,1491,667214,17043,222544
9060,11250,9737,6176,133,4117,222926
9061,785964,1606,207,28892,1370224,223269
9062,2695,41778,126,5204,76835,223429
9063,29389,7493,8918,5587,50708,224018
9064,1232,3560,4909,5181,3030,224289
9065,47418,710,661,61151,1404,224481
9066,1772831,303616,3066,15372,410534,224637
9067,17492,321779,3989,84657,7482,224820
9068,1101,531,8334,826,785,224847
9069,42256,25969,6833,2263144,2263807,224868
9070,31446,1259,7220,18055,207,224897
9071,57,2,5058,738,174,224911
9072,61071,1122091,8948,894416,320833,224960
9073,2444,1647,7918,1989,2019,225098
9074,20659,3778,4429,16598,5133,225418
9075,56,4,2801,1272,162,225419
9076,3047,5742,6466,12921,40572,225837
9077,91,405,3075,91,751,225882
9078,66368,111967,666,1238,499181,226271
9079,1787,3508,9762,852,925,226463
9080,242,6566,2330,127,61046,226593
9081,15458,1513,7496,21143,167,226610
9082,10,22865,9802,1267,267578,226833
9083,1705423,113935,8294,70637,695897,227161
9084,75,1362,686,760,10912,227428
9085,441,682,9620,5,4063,228051
9086,31420,9340,9811,92451,18973,228256
9087,1972705,628212,8585,24116,2263879,228349
9088,4388,1719165,7251,14816,206321,228403
9089,345,617,6205,7,1445,228852
9090,61,1154,941,1663,14062,228878
9091,18593,47511,6363,8542,61834,229130
9092,249636,2050768,4298,2263105,74691,229156
9093,0,0,2109,8728,8728,229460
9094,85,25,8275,555,1882,229716
9095,4937,25023,2998,1600,18134,230198
9096,2508,3095,5693,2,3738,230930
9097,726412,1595130,9228,1325632,13540,230954
9098,230,6580,9585,1,13016,231059
9099,228639,1792,6136,70459,1180,231355
9100,951467,515817,2971,5850,521821,231576
9101,192,32,6340,1432,75,231736
9102,2031824,1560627,5648,2,1435487,231744
9103,2039184,892055,5010,31785,300978,231769
9104,5431,11552,5064,3698,4442,231868
9105,202341,392800,9580,110,216741,232018
9106,1894613,2059607,7707,333080,410916,232454
9107,1525,5,6861,4714,264,233162
9108,1571264,76531,1186,6764,392600,233743
9109,81,16758,3143,546,155149,234288
9110,1152,25005,6680,1204,8419,235703
9111,2756,207,6279,20748,1432,236207
9112,2255688,1140045,4470,130755,939267,236226
9113,1569,3865,3698,349,6705,236401
9114,176,46778,906,134,427723,236747
9115,2107,51297,9706,234,31020,236902
9116,3153,2269,8923,789,3422,236917
9117,273144,1004299,7953,486993,1421,237170
9118,246540,901,6485,183346,4268,237503
9119,1327027,2132690,7294,1092436,298678,237672
9120,617419,1191178,9040,605815,6582,237783
9121,2524,28405,2715,28925,45120,238227
9122,2243719,2118259,1163,148200,957294,238625
9123,3117,2178,1969,4866,2723,238817
9124,1935392,1661305,4656,204957,1328482,238954
9125,165,1875,352,1309,11115,239311
9126,1,2,877,121,1277,239486
9127,6968,6203,5901,14809,12199,240056
9128,2166,32,7708,4601,60,240089
9129,34294,149,2695,672536,5623,240309
9130,2266,9967,4643,10282,56352,240690
9131,34760,1817,4696,31780,391,241206
9132,1894,334716,735,63,27033,241346
9133,1098,9137,5955,6365,18483,241381
9134,1969672,1589247,6123,329722,801254,241509
9135,50586,198098,691,53360,217438,241802
9136,333054,1784382,6159,691439,220005,242153
9137,1001825,1806263,1347,1265826,85850,242225
9138,936523,1484566,1279,323301,9251,242703
9139,47358,1149,368,111282,16194,242814
9140,7,151,767,17,1769,242855
9141,72294,666170,9472,9295,422729,243223
9142,2069526,2098362,4655,2263111,43797,243343
9143,2537,21,4491,35190,407,243900
9144,1000,16619,7782,1707,41264,244673
9145,1475,11539,1136,977,29457,244751
9146,1165308,1744491,479,545148,8346,244773
9147,4388,12234,4353,8156,19589,245742
9148,1888686,2008786,530,322317,390678,246431
9149,9690,476051,1148,1034878,25759,246835
9150,646,164,3934,1028,111,247056
9151,1034075,776987,8222,488045,307691,247600
9152,594,9163,586,678,19174,247641
9153,2000691,2019292,7271,573332,422548,247785
9154,961506,624771,7230,880743,1081282,247793
9155,290,1962,9203,4532,2424,248378
9156,108,7625,7832,417,53629,248538
9157,251,9989,911,134,2612,248745
9158,12,6617,8321,1186,50611,248834
9159,5229,3509,7534,54626,25855,249490
9160,749,2786,4838,4683,8157,249863
9161,1692108,2080262,1062,2263065,79,249865
9162,2999,5026,6621,1041,9825,249891
9163,1586030,191169,6988,14616,1137393,250097
9164,1525647,1686957,298,202859,39306,251100
9165,1584378,583793,9792,395,1134109,251522
9166,687,98298,1592,48,135840,252062
9167,19971,181,6367,87305,3306,252171
9168,10256,14482,128,21363,17871,252483
9169,1874169,2153052,9287,2263177,60039,252493
9170,404030,320,8989,277724,7195,253024
9171,612,11855,4822,176,48216,253086
9172,34423,262,8359,195216,632,253225
9173,434,686519,6012,3100,213348,253416
9174,1019,1470,9531,216,3571,253451
9175,110,130,1904,973,51,253984
9176,7389,613222,8942,1650,843538,254124
9177,172662,6242,3873,172564,29,254226
9178,1226911,409386,3441,2644,583462,254449
9179,949,40555,5560,2049,229134,254493
9180,25,2,6769,1020,61,255058
9181,863,1159,814,5885,1185,255313
9182,1872304,958320,832,7618,2263508,255316
9183,2304,1062,4184,3777,966,255386
9184,53,1786,2657,1,925,255744
9185,32703,2115,6765,27522,408,255815
9186,807798,710529,5479,366704,979,256159
9187,738701,1569856,3875,906932,377,256308
9188,46470,241581,7699,18248,650402,256353
9189,226139,548350,1529,6306,532891,256373
9190,8132,1148,9925,4945,434,256470
9191,1645,558,4951,4665,52,257086
9192,335,83,2444,2674,58,257440
9193,1075626,785869,9332,791088,407,257674
9194,1696984,1496622,6531,600,1011894,257917
9195,158856,213407,4878,8784,47758,258098
9196,18736,1419624,6975,13598,221723,258781
9197,1044157,1526120,2743,670757,13403,258821
9198,92949,3189,5087,476506,2739,258944
9199,702436,160731,3407,714,2263671,259197
9200,11181,64578,379,824694,5472,259475
9201,27,32330,8791,115,164023,259497
9202,78,16,8031,521,154,260293
9203,1228494,135761,6362,183266,340513,260668
9204,1903150,314228,3158,10577,287964,260977
9205,34,4140,1043,2104,16664,261017
9206,114,12,7338,12,405,261040
9207,1529,141411,9961,2330,61501,261125
9208,1055675,138242,813,662837,20430,261252
9209,25200,1085714,7582,1726,51309,261523
9210,38,23,9102,246,1077,261853
9211,1939,73,8343,15614,657,262045
9212,1251282,242,5144,366036,28,262226
9213,124087,1520196,9165,2263174,1037170,262403
9214,1368,6250,5868,11983,54202,262859
9215,196,2779,3572,763,4890,263250
9216,14546,1762,1846,50112,3942,263405
9217,42044,2252460,858,930,80827,263857
9218,1011023,1530079,1949,669981,3550,263959
9219,3025,3356,6771,1020,3782,263962
9220,1274,370,8607,5629,147,264334
9221,690350,425892,5891,643,734350,264553
9222,162,212,9328,450,1312,264690
9223,1534689,573,8195,104964,11,264906
9224,1988304,694506,6076,15605,1289993,265184
9225,111461,1808,810,269197,3213,265231
9226,29123,1249386,2942,36299,59267,265265
9227,42053,858656,868,203097,139796,265279
9228,1351239,570255,6855,143298,180911,265486
9229,43970,207,3615,172612,262,265641
9230,1735,55548,3988,679268,66050,265726
9231,1404376,146458,421,248159,98037,265729
9232,58194,1039,3133,204219,232,266045
9233,1095389,179980,4278,13198,413277,266084
9234,4990,352217,9374,279,745530,266181
9235,267,1,4798,44671,14789,266740
9236,178560,215676,3457,38016,399356,266780
9237,54,43,1961,759,11,266917
9238,18582,532420,8610,2316,9312,266925
9239,509705,34079,8110,255039,498,267008
9240,136834,1135263,5558,273611,30959,267074
9241,1948598,1480862,5089,33,1405595,267146
9242,604,6357,465,493,13950,267214
9243,1678093,274311,6881,73643,1419135,267888
9244,5080,12167,9479,41674,19006,268105
9245,47236,36,930,115679,190,268381
9246,4608,12167,9950,8809,13814,268976
9247,1455617,180336,387,15305,31231,269430
9248,1616192,1136898,8029,887538,12168,269693
9249,452,945,2645,1,172,269809
9250,1550643,982793,8314,384,2263867,270032
9251,128,15124,2269,1169,60874,270542
9252,652160,1230991,28,1026346,998801,270909
9253,1516088,497863,3210,675165,1027,270948
9254,2197,4107,526,3107,3620,270997
9255,17637,3,2005,80363,405,272844
9256,1832705,1193528,1093,1884,933615,273236
9257,6103,13239,9021,9254,13016,273313
9258,17606,315901,5680,2,751047,274080
9259,1256199,268169,9763,564407,1779,274179
9260,1362114,277674,5717,26839,636980,274233
9261,1680,6493,8097,195074,45189,274343
9262,17643,59037,6612,7156,21862,274538
9263,4088,1777,2114,4487,489,274701
9264,4,407,9534,17,3819,275237
9265,289,359,4028,768,2494,275687
9266,836690,1784682,6748,1431743,17910,275978
9267,269,63425,5384,453,149462,277136
9268,2111219,1477342,4729,108020,951432,277523
9269,1966946,106683,6981,61498,1433121,277815
9270,16400,204,2906,60179,166,278697
9271,22437,195,673,135519,12406,279111
9272,1123,552908,4888,2231,22796,279248
9273,11922,19,5619,55465,466,279462
9274,233,337,5481,864,1598,280232
